Raw,Filtered
446.00,1025.53
447.00,1023.88
480.00,1036.37
474.00,1046.10
470.00,1059.91
465.00,1074.00
459.00,1082.06
457.00,1081.96
453.00,1073.38
447.00,1057.48
479.00,1051.08
471.00,1042.94
465.00,1044.07
457.00,1051.51
449.00,1059.61
480.00,1073.81
469.00,1075.14
458.00,1072.94
449.00,1066.41
478.00,1067.47
466.00,1060.08
457.00,1055.59
447.00,1052.44
475.00,1059.27
469.00,1059.71
457.00,1060.13
452.00,1060.73
444.00,1056.48
474.00,1059.17
466.00,1053.28
459.00,1050.30
451.00,1049.43
445.00,1047.91
273.00,1145.31
412.00,1083.23
90.00,1012.63
269.00,964.26
0.00,732.98
134.00,567.56
0.00,359.46
6.00,184.78
0.00,71.43
0.00,33.70
0.00,8.20
0.00,19.61
0.00,22.87
0.00,21.56
0.00,33.11
0.00,21.01
0.00,8.17
0.00,7.66
0.00,-8.56
0.00,-11.63
0.00,-3.23
0.00,-8.42
0.00,-0.03
0.00,8.52
0.00,1.53
0.00,6.63
0.00,5.97
0.00,-4.23
0.00,0.40
0.00,-1.86
0.00,-6.97
0.00,1.51
0.00,-0.29
0.00,-1.94
0.00,5.44
0.00,0.41
0.00,-0.85
0.00,3.69
0.00,-2.81
0.00,-1.73
0.00,2.00
0.00,-3.40
0.00,0.24
0.00,2.49
0.00,-2.37
0.00,1.86
0.00,1.63
0.00,-2.61
0.00,1.80
0.00,0.00
0.00,-2.53
0.00,2.06
0.00,-0.62
0.00,-1.46
0.00,2.48
0.00,-1.05
0.00,-0.65
0.00,2.11
0.00,-1.71
0.00,-0.12
0.00,1.52
0.00,-1.93
0.00,0.59
0.00,1.07
0.00,-1.76
0.00,1.17
0.00,0.48
0.00,-1.54
0.00,1.39
0.00,-0.17
0.00,-1.20
0.00,1.47
0.00,-0.64
0.00,-0.69
0.00,1.42
0.00,-0.96
0.00,-0.19
1.00,1.42
0.00,-1.01
0.00,0.52
0.00,1.16
0.00,-0.87
0.00,0.82
0.00,0.52
0.00,-1.11
0.00,0.73
0.00,-0.08
0.00,-0.95
0.00,0.92
0.00,-0.26
0.00,-0.50
0.00,1.02
0.00,-0.49
0.00,-0.23
0.00,0.80
0.00,0.00
0.00,0.00
0.00,0.00
1.00,1.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
46.00,46.00
0.00,0.00
110.00,110.00
0.00,0.00
142.00,142.00
0.00,0.00
148.00,148.00
23.00,23.00
163.00,163.00
41.00,41.00
205.00,205.00
12.00,12.00
200.00,200.00
49.00,49.00
210.00,210.00
49.00,49.00
243.00,243.00
66.00,66.00
267.00,267.00
62.00,62.00
274.00,274.00
76.00,76.00
269.00,269.00
98.00,98.00
308.00,619.46
108.00,591.65
252.00,641.39
76.00,609.76
295.00,652.78
87.00,594.70
287.00,628.50
99.00,582.13
281.00,626.27
136.00,607.50
314.00,671.79
134.00,665.40
286.00,731.08
127.00,714.40
312.00,759.26
123.00,709.61
298.00,734.41
116.00,678.35
319.00,712.20
149.00,675.25
314.00,727.50
131.00,710.12
327.00,695.89
118.00,693.06
363.00,694.36
102.00,671.58
346.00,674.59
119.00,654.54
345.00,654.35
103.00,640.37
303.00,632.68
81.00,610.93
269.00,592.43
59.00,541.47
288.00,528.86
65.00,475.79
242.00,465.05
36.00,435.37
233.00,486.01
28.00,434.67
219.00,469.08
25.00,409.05
226.00,434.74
48.00,388.58
253.00,399.16
64.00,64.00
246.00,246.00
62.00,62.00
263.00,263.00
42.00,42.00
230.00,230.00
39.00,39.00
250.00,250.00
45.00,45.00
225.00,225.00
34.00,34.00
231.00,231.00
10.00,10.00
212.00,212.00
17.00,17.00
233.00,233.00
5.00,5.00
214.00,214.00
0.00,0.00
202.00,202.00
0.00,0.00
163.00,163.00
0.00,0.00
171.00,171.00
0.00,0.00
153.00,153.00
0.00,0.00
164.00,164.00
0.00,0.00
140.00,140.00
0.00,0.00
118.00,118.00
0.00,0.00
88.00,88.00
0.00,0.00
41.00,41.00
0.00,0.00
35.00,35.00
0.00,0.00
13.00,13.00
0.00,0.00
54.00,54.00
0.00,0.00
113.00,76.86
39.00,101.86
160.00,187.30
134.00,257.46
211.00,311.54
231.00,373.21
271.00,450.91
208.00,497.99
332.00,1343.99
281.00,575.80
360.00,1419.95
250.00,616.03
368.00,1436.31
296.00,655.68
390.00,1466.09
267.00,680.16
376.00,1502.29
304.00,711.62
374.00,1510.73
254.00,711.62
360.00,1448.35
290.00,716.88
330.00,1354.53
232.00,686.38
350.00,1291.32
261.00,672.54
321.00,1268.58
212.00,650.91
324.00,1253.35
268.00,650.01
318.00,659.15
215.00,633.82
330.00,1263.81
249.00,634.80
314.00,651.54
288.00,649.87
295.00,656.56
324.00,676.26
298.00,683.78
338.00,707.51
308.00,308.00
321.00,321.00
277.00,277.00
343.00,343.00
297.00,297.00
307.00,307.00
251.00,251.00
317.00,317.00
249.00,249.00
300.00,300.00
234.00,234.00
301.00,301.00
208.00,208.00
349.00,349.00
194.00,194.00
344.00,344.00
180.00,180.00
319.00,319.00
181.00,181.00
325.00,325.00
177.00,177.00
309.00,309.00
170.00,170.00
299.00,299.00
150.00,150.00
282.00,282.00
126.00,126.00
269.00,269.00
103.00,103.00
231.00,231.00
95.00,95.00
230.00,230.00
100.00,100.00
245.00,245.00
82.00,82.00
226.00,226.00
85.00,85.00
229.00,229.00
94.00,94.00
235.00,235.00
139.00,139.00
277.00,277.00
132.00,132.00
269.00,269.00
124.00,124.00
282.00,282.00
128.00,128.00
305.00,305.00
128.00,128.00
302.00,302.00
112.00,112.00
299.00,299.00
111.00,111.00
310.00,310.00
109.00,109.00
309.00,309.00
131.00,131.00
321.00,321.00
125.00,125.00
320.00,320.00
135.00,135.00
326.00,326.00
114.00,114.00
309.00,309.00
90.00,90.00
297.00,297.00
108.00,108.00
305.00,305.00
148.00,148.00
334.00,334.00
159.00,159.00
323.00,645.85
136.00,691.91
336.00,701.64
116.00,696.50
297.00,671.01
107.00,629.81
287.00,594.46
94.00,547.98
251.00,523.81
84.00,498.48
266.00,498.62
68.00,481.83
246.00,485.57
36.00,462.87
258.00,468.35
54.00,431.96
234.00,431.37
46.00,401.50
236.00,411.05
41.00,389.71
208.00,395.94
13.00,369.03
221.00,379.54
27.00,339.48
201.00,345.60
14.00,312.26
189.00,322.54
28.00,300.12
183.00,311.22
2.00,285.49
194.00,306.14
4.00,274.73
222.00,304.22
0.00,276.70
215.00,311.33
59.00,312.28
265.00,359.06
101.00,390.64
335.00,461.89
176.00,458.49
443.00,1350.83
200.00,545.87
464.00,1681.10
259.00,651.27
448.00,1770.87
283.00,716.69
461.00,1700.47
304.00,752.19
454.00,1651.81
259.00,758.14
474.00,1661.76
188.00,744.06
466.00,1586.36
170.00,721.92
430.00,1420.56
148.00,780.04
430.00,1292.52
147.00,799.19
433.00,1287.21
138.00,823.93
417.00,1342.81
136.00,854.65
420.00,1350.00
124.00,861.01
383.00,1260.71
133.00,845.44
363.00,1147.16
131.00,813.51
356.00,1096.51
121.00,784.20
364.00,1115.23
91.00,766.94
325.00,734.02
93.00,688.62
322.00,665.87
80.00,613.28
272.00,588.74
88.00,549.34
254.00,526.83
89.00,499.84
242.00,488.61
91.00,476.08
243.00,476.25
53.00,461.56
208.00,454.99
80.00,437.26
198.00,417.48
43.00,383.59
177.00,406.03
29.00,355.18
194.00,346.58
0.00,301.53
159.00,327.97
5.00,282.40
140.00,299.41
34.00,259.55
104.00,263.63
65.00,249.77
97.00,254.96
21.00,240.20
102.00,255.35
22.00,225.98
76.00,223.23
0.00,183.61
117.00,185.55
23.00,154.62
91.00,171.59
4.00,161.61
97.00,194.57
42.00,191.07
87.00,209.04
0.00,193.27
83.00,202.28
14.00,170.81
78.00,167.74
34.00,143.86
108.00,161.58
10.00,154.67
82.00,187.72
47.00,196.65
88.00,217.49
9.00,201.99
80.00,210.41
25.00,181.58
85.00,177.07
4.00,146.84
96.00,159.97
30.00,147.82
98.00,176.94
64.00,191.53
68.00,218.30
97.00,249.17
51.00,254.47
104.00,273.27
74.00,267.81
120.00,278.38
84.00,278.06
89.00,290.75
117.00,309.68
138.00,333.84
83.00,343.94
110.00,366.34
84.00,365.72
139.00,371.78
78.00,347.61
158.00,358.96
63.00,337.03
178.00,369.97
81.00,364.70
201.00,370.91
90.00,390.36
209.00,404.38
72.00,418.63
236.00,435.33
77.00,431.90
220.00,433.21
88.00,429.76
227.00,429.43
121.00,438.06
195.00,432.10
93.00,447.81
222.00,449.22
94.00,450.63
217.00,444.02
79.00,436.48
233.00,437.61
92.00,430.81
203.00,426.94
109.00,437.68
233.00,440.59
117.00,457.99
221.00,460.32
106.00,480.16
250.00,487.07
93.00,489.09
233.00,485.72
110.00,485.47
239.00,477.64
128.00,484.06
257.00,487.56
133.00,511.24
298.00,533.67
142.00,570.86
325.00,598.33
155.00,639.32
317.00,651.47
151.00,677.83
346.00,681.77
165.00,690.25
329.00,681.86
151.00,690.47
339.00,685.97
163.00,694.30
328.00,686.24
144.00,692.39
328.00,684.56
141.00,681.98
330.00,671.81
122.00,659.56
335.00,656.30
126.00,644.71
348.00,650.60
139.00,652.53
316.00,653.15
136.00,665.13
324.00,662.69
141.00,662.56
319.00,654.07
109.00,640.78
332.00,639.78
114.00,622.43
349.00,630.78
122.00,625.69
351.00,351.00
140.00,140.00
335.00,335.00
157.00,157.00
324.00,324.00
153.00,153.00
325.00,325.00
140.00,140.00
326.00,326.00
143.00,143.00
375.00,375.00
170.00,170.00
438.00,438.00
264.00,264.00
445.00,445.00
368.00,368.00
447.00,447.00
443.00,443.00
472.00,472.00
463.00,463.00
460.00,460.00
454.00,454.00
457.00,457.00
451.00,451.00
445.00,445.00
376.00,376.00
447.00,447.00
270.00,270.00
448.00,448.00
147.00,147.00
379.00,379.00
126.00,126.00
310.00,310.00
66.00,66.00
268.00,268.00
12.00,12.00
221.00,221.00
0.00,0.00
190.00,190.00
0.00,0.00
192.00,192.00
0.00,0.00
194.00,194.00
6.00,6.00
207.00,207.00
1.00,1.00
230.00,230.00
23.00,23.00
241.00,241.00
16.00,16.00
250.00,250.00
52.00,52.00
302.00,302.00
66.00,66.00
333.00,333.00
62.00,62.00
337.00,337.00
67.00,67.00
320.00,320.00
57.00,57.00
312.00,312.00
60.00,60.00
276.00,276.00
38.00,38.00
287.00,287.00
50.00,50.00
282.00,282.00
58.00,58.00
264.00,264.00
43.00,43.00
229.00,229.00
59.00,59.00
218.00,218.00
34.00,34.00
225.00,225.00
30.00,30.00
211.00,211.00
0.00,0.00
210.00,210.00
5.00,5.00
191.00,191.00
3.00,3.00
194.00,194.00
0.00,0.00
160.00,160.00
0.00,0.00
106.00,106.00
0.00,0.00
66.00,66.00
0.00,0.00
33.00,33.00
0.00,0.00
12.00,12.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
37.00,37.00
0.00,0.00
65.00,65.00
0.00,42.68
70.00,89.35
0.00,99.62
49.00,122.59
0.00,112.30
16.00,87.86
0.00,57.15
22.00,42.28
0.00,21.69
16.00,14.73
0.00,10.51
34.00,18.58
0.00,15.72
0.00,21.71
0.00,20.63
0.00,16.36
0.00,10.61
0.00,1.23
0.00,-4.27
0.00,-6.06
0.00,-7.10
0.00,-3.31
0.00,0.78
0.00,2.34
0.00,4.89
0.00,4.41
0.00,1.65
0.00,0.81
0.00,-1.46
0.00,-3.00
0.00,-1.63
68.00,15.59
110.00,58.04
88.00,117.05
192.00,231.23
104.00,319.10
195.00,441.55
139.00,507.53
279.00,526.07
161.00,564.21
262.00,560.27
145.00,585.80
248.00,572.83
112.00,570.88
202.00,534.14
116.00,513.96
230.00,478.80
147.00,467.21
229.00,456.32
180.00,499.92
300.00,528.61
231.00,534.50
345.00,603.06
253.00,625.98
327.00,681.27
211.00,788.35
329.00,772.80
215.00,697.26
395.00,707.41
385.00,688.42
478.00,1549.92
384.00,771.84
379.00,869.21
223.00,883.63
369.00,926.11
223.00,839.24
364.00,778.46
241.00,665.21
360.00,632.13
222.00,571.13
350.00,622.30
198.00,726.31
346.00,753.51
204.00,834.19
350.00,814.87
227.00,727.90
349.00,725.15
204.00,737.96
343.00,714.15
346.00,732.52
168.00,752.06
362.00,758.35
128.00,745.14
352.00,734.78
139.00,719.16
389.00,706.45
195.00,710.42
428.00,1295.18
211.00,812.24
435.00,1568.28
224.00,791.73
437.00,1665.08
246.00,795.72
466.00,1614.28
274.00,794.63
443.00,1592.57
269.00,777.64
463.00,1646.91
345.00,817.44
461.00,1774.09
333.00,849.11
452.00,1869.60
294.00,851.71
478.00,1796.82
277.00,848.96
459.00,879.06
239.00,800.65
450.00,843.15
244.00,771.50
476.00,1554.61
219.00,872.90
469.00,907.42
220.00,943.19
444.00,943.67
179.00,955.01
398.00,915.52
158.00,881.56
350.00,826.52
125.00,755.33
355.00,720.65
148.00,676.21
362.00,665.54
158.00,682.08
389.00,709.03
207.00,207.00
444.00,444.00
249.00,249.00
437.00,437.00
158.00,158.00
332.00,332.00
132.00,132.00
321.00,321.00
83.00,83.00
273.00,273.00
16.00,16.00
237.00,237.00
0.00,0.00
233.00,233.00
10.00,10.00
241.00,241.00
0.00,0.00
285.00,285.00
45.00,45.00
291.00,291.00
33.00,33.00
308.00,308.00
60.00,60.00
302.00,302.00
39.00,39.00
333.00,333.00
75.00,75.00
333.00,333.00
62.00,62.00
326.00,326.00
85.00,85.00
315.00,315.00
70.00,70.00
317.00,317.00
87.00,87.00
338.00,338.00
69.00,69.00
309.00,309.00
86.00,86.00
318.00,318.00
75.00,75.00
333.00,333.00
83.00,83.00
350.00,350.00
48.00,48.00
273.00,273.00
27.00,27.00
273.00,273.00
26.00,26.00
247.00,247.00
13.00,13.00
245.00,245.00
0.00,0.00
241.00,241.00
22.00,22.00
272.00,272.00
23.00,23.00
253.00,253.00
34.00,34.00
240.00,240.00
34.00,34.00
216.00,216.00
55.00,55.00
220.00,220.00
22.00,22.00
217.00,217.00
41.00,41.00
190.00,190.00
18.00,18.00
209.00,209.00
33.00,33.00
206.00,206.00
19.00,19.00
211.00,211.00
36.00,36.00
188.00,188.00
6.00,6.00
200.00,200.00
35.00,35.00
189.00,189.00
57.00,57.00
182.00,182.00
0.00,0.00
143.00,143.00
0.00,0.00
125.00,125.00
0.00,0.00
113.00,113.00
0.00,0.00
148.00,148.00
0.00,0.00
149.00,149.00
28.00,28.00
175.00,175.00
80.00,80.00
160.00,160.00
128.00,128.00
166.00,166.00
100.00,100.00
195.00,195.00
160.00,160.00
175.00,175.00
88.00,88.00
196.00,196.00
137.00,137.00
186.00,186.00
119.00,119.00
224.00,224.00
164.00,164.00
205.00,205.00
194.00,194.00
188.00,188.00
230.00,230.00
178.00,178.00
271.00,271.00
197.00,197.00
231.00,231.00
146.00,146.00
231.00,231.00
174.00,174.00
223.00,223.00
162.00,162.00
471.00,471.00
230.00,230.00
181.00,181.00
147.00,147.00
223.00,223.00
188.00,188.00
205.00,205.00
167.00,167.00
194.00,194.00
110.00,110.00
160.00,160.00
142.00,142.00
192.00,192.00
86.00,86.00
123.00,123.00
117.00,117.00
131.00,131.00
91.00,91.00
115.00,115.00
134.00,134.00
159.00,159.00
129.00,129.00
220.00,220.00
134.00,134.00
276.00,276.00
310.00,310.00
479.00,479.00
470.00,470.00
466.00,466.00
387.00,387.00
234.00,234.00
0.00,0.00
0.00,0.00
0.00,0.00
68.00,68.00
29.00,29.00
438.00,438.00
475.00,475.00
462.00,462.00
352.00,352.00
416.00,416.00
230.00,230.00
306.00,306.00
0.00,0.00
83.00,83.00
220.00,220.00
467.00,467.00
294.00,294.00
409.00,409.00
229.00,229.00
384.00,384.00
154.00,154.00
349.00,349.00
155.00,155.00
346.00,346.00
139.00,139.00
324.00,324.00
140.00,140.00
317.00,317.00
114.00,114.00
322.00,322.00
118.00,118.00
320.00,320.00
102.00,102.00
311.00,311.00
97.00,97.00
292.00,292.00
82.00,82.00
297.00,297.00
101.00,101.00
311.00,311.00
80.00,80.00
295.00,295.00
59.00,59.00
282.00,282.00
53.00,53.00
267.00,267.00
58.00,58.00
288.00,288.00
71.00,71.00
271.00,271.00
61.00,61.00
304.00,304.00
76.00,76.00
276.00,276.00
64.00,64.00
297.00,297.00
129.00,129.00
318.00,318.00
116.00,116.00
312.00,312.00
113.00,113.00
334.00,334.00
95.00,95.00
323.00,323.00
125.00,125.00
349.00,349.00
107.00,107.00
338.00,338.00
120.00,120.00
345.00,345.00
91.00,91.00
329.00,329.00
89.00,89.00
320.00,619.75
71.00,582.41
328.00,580.37
86.00,546.10
328.00,568.82
72.00,550.19
304.00,572.61
61.00,562.60
336.00,578.38
103.00,560.80
337.00,581.26
88.00,569.41
333.00,600.31
95.00,601.02
324.00,613.35
66.00,598.31
329.00,607.29
87.00,570.40
334.00,584.20
58.00,548.92
306.00,562.76
35.00,533.76
295.00,541.43
22.00,488.84
250.00,487.46
28.00,425.15
257.00,427.97
9.00,374.42
250.00,391.04
41.00,368.19
254.00,399.24
27.00,386.53
235.00,417.57
18.00,397.75
231.00,409.25
0.00,363.45
221.00,368.97
0.00,310.83
205.00,323.98
0.00,279.59
209.00,304.05
16.00,284.35
226.00,319.22
0.00,305.30
229.00,347.40
34.00,334.98
251.00,371.67
32.00,360.67
248.00,392.95
71.00,396.56
277.00,431.80
67.00,437.04
302.00,482.17
89.00,495.42
354.00,544.78
100.00,563.00
377.00,1139.98
112.00,638.99
349.00,664.29
76.00,664.87
317.00,663.06
70.00,611.54
241.00,575.99
33.00,494.31
233.00,459.15
56.00,392.44
194.00,370.76
0.00,330.14
175.00,372.42
0.00,321.09
153.00,339.68
16.00,288.19
137.00,286.86
34.00,249.95
135.00,266.30
70.00,255.73
133.00,293.96
34.00,294.55
121.00,325.34
77.00,321.95
134.00,329.17
47.00,47.00
120.00,120.00
86.00,86.00
136.00,136.00
54.00,54.00
174.00,174.00
117.00,117.00
145.00,145.00
101.00,101.00
66.00,66.00
79.00,79.00
40.00,40.00
38.00,38.00
28.00,28.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
28.00,28.00
29.00,29.00
40.00,40.00
132.00,132.00
111.00,111.00
191.00,191.00
125.00,125.00
258.00,258.00
165.00,165.00
223.00,223.00
166.00,166.00
278.00,278.00
216.00,216.00
222.00,222.00
186.00,186.00
237.00,237.00
152.00,152.00
249.00,249.00
127.00,127.00
280.00,280.00
136.00,136.00
268.00,268.00
141.00,141.00
285.00,285.00
139.00,139.00
265.00,265.00
159.00,159.00
304.00,304.00
182.00,182.00
288.00,288.00
202.00,202.00
330.00,330.00
191.00,191.00
348.00,348.00
174.00,174.00
391.00,391.00
173.00,173.00
415.00,415.00
190.00,190.00
391.00,391.00
163.00,163.00
406.00,406.00
168.00,168.00
369.00,369.00
158.00,158.00
390.00,390.00
182.00,182.00
362.00,362.00
168.00,168.00
384.00,384.00
200.00,772.40
375.00,1327.24
188.00,722.00
375.00,1335.35
171.00,782.82
352.00,768.62
201.00,682.63
372.00,1217.04
179.00,650.02
379.00,1268.11
200.00,640.09
433.00,1393.70
200.00,648.90
397.00,1480.95
206.00,670.98
389.00,1439.21
189.00,656.48
376.00,1303.59
163.00,715.62
416.00,1231.94
147.00,752.70
388.00,1248.99
168.00,789.42
383.00,1299.49
163.00,827.91
395.00,1317.04
169.00,853.60
385.00,1297.08
159.00,855.13
372.00,1254.22
142.00,849.57
402.00,1222.83
144.00,840.18
397.00,1241.03
168.00,848.63
396.00,1311.92
156.00,873.38
366.00,1314.30
131.00,865.98
376.00,1204.85
149.00,835.89
351.00,787.74
119.00,738.57
334.00,711.99
146.00,695.45
330.00,679.12
150.00,677.60
308.00,669.93
131.00,669.44
291.00,652.54
85.00,627.94
310.00,611.57
105.00,570.92
269.00,553.91
63.00,519.46
241.00,511.11
51.00,476.30
234.00,463.68
32.00,417.29
210.00,408.17
73.00,375.20
223.00,380.36
39.00,364.89
216.00,384.50
59.00,386.01
247.00,408.61
32.00,394.24
267.00,427.18
10.00,396.65
236.00,416.33
1.00,375.11
212.00,378.56
0.00,323.19
217.00,333.59
0.00,281.91
237.00,315.20
0.00,289.35
235.00,333.28
0.00,322.82
226.00,360.32
0.00,334.41
247.00,366.94
2.00,325.28
252.00,357.27
0.00,324.27
249.00,361.62
4.00,337.06
227.00,369.27
0.00,339.48
226.00,362.94
8.00,324.33
